Name,Platform,Year_of_Release
Vampire Mansion: Linda Hyde,DS,2011
Robotics;Notes,X360,2012
T.A.C. Heroes : Big Red One,DS,2010
Dungeons & Dragons: Shadow over Mystara,PS3,2013
Atari Flashback Classics: Volume 2,XOne,2016
Hakuoki: Shinkai - Hana no Shou,PSV,2016
Nisenochigiri,PSP,2010
Sacred 3,PC,2014
Pro Evolution Soccer 2017,PC,2016
Meikyuu Cross Blood: Reloaded,X360,2011
Livly Garden,DS,2010
The Awakened Fate Ultimatum,PS3,2014
Xblaze: Lost Memories,PS3,2015
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011
Natalie Brooks: Mystery at Hillcrest High,DS,2012
Gal Gun,PS3,2012
Hakuouki: Yuugi Roku DS,DS,2011
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013
Rinne no Lagrange: Kamogawa Days,PS3,2012
The Idolmaster: Gravure For You! Vol.8,PS3,2012
Spirits and Demons: 5 Game Pack,PC,2015
Net High,PSV,2015
Hakuoki: Shinkai - Furi no Shou,PSV,2015
Demolition Company: Gold Edition,PC,2011
Onechanbara Special,PSP,2011
Jewel Master: Cradle Of Rome 2,DS,2011
Saki: Achiga-Hen Portable,PSP,2013
Winter Sports 2011,X360,2011
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015
Chevrolet Camaro: Wild Ride,DS,2010
Jinguuji Saburou DS: Akai Chou,DS,2010
Carmageddon: Max Damage,XOne,2016
UnchainBlades EXXiV,PSP,2012
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015
Kawaii Koinu DS 3,DS,2010
Hoppie,DS,2011
Resident Evil 4 HD,XOne,2016
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011
Fast & Furious: Showdown,PS3,2013
Princess Isabella: A Witch's Curse,Wii,2010
Samurai & Dragons,PSV,2012
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011
PDC World Championship Darts: Pro Tour,X360,2010
RollerCoaster Tycoon World,PC,2016
Oil Rush,PC,2012
Arslan: The Warriors of Legend,XOne,2016
Darksiders: Warmastered Edition,PS4,2016
Uta no * Prince-Sama,PSP,2010
Agatha Christie: The ABC Murders,PC,2016
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011
Timmy Time,DS,2011
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012
Lara Croft and the Temple of Osiris,PC,2014
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013
Airport Simulator,PC,2011
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010
Vitamin R,PSP,2013
Angelique Retour,PSV,2015
Fist of the North Star: Ken's Rage 2,WiiU,2013
Gakuen K: Wonderful School Days,PSP,2014
Dynasty Warriors 8: Empires,PSV,2015
Dance! It's Your Stage,PS3,2011
CV Casting Voice,PS3,2014
Pastel Chime Continue,PSP,2010
Ro-Kyu-Bu! Lost Secret,PSP,2013
Tenkai Knights: Brave Battle,3DS,2014
Devil Survivor: Over Clock,3DS,2015
Kokoro Connect: Yochi Random,PSP,2012
Downtown Nekketsu Jidaigek,3DS,2015
Battle Princess of Arcadias,PS3,2013
Chuck E. Cheese's Super Collection,Wii,2011
X-Plane 10 Global,PC,2013
WRC 2: FIA World Rally Championship,PC,2011
StormLover Karen!!,PSP,2011
Steins;Gate: Hiyoku Renri no Darling,PS3,2012
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010
Otoko Yukaku,PSV,2015
Mount & Blade Collection,PC,2012
Ridge Racer Unbounded,PC,2012
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015
Natsuiro High School: Seishun Hakusho,PS4,2015
Heroes VS,PSP,2013
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015
Kazoku Keikaku,PSP,2010
Resident Evil 5 HD,XOne,2016
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012
Mount & Blade: Warband,PC,2010
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015
Kung Fu Panda: Showdown of Legendary Legends,X360,2015
Mighty No. 9,XOne,2016
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010
Muchi Muchi Pork & Pink Sweets,X360,2011
Trapped Dead,PC,2011
Meiji Toukyou Renka,PSP,2013
Mushihimesama,X360,2012
Ratchet & Clank Collection,PSV,2014
Winning Post 8 2016,PS4,2016
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012
Maximum Racing: Crash Car Racer,Wii,2010
Kamen Rider: Battride War II,WiiU,2014
Niko Puchi Girls Runway,3DS,2015
uDraw Studio: Instant Artist,X360,2011
The Testament of Sherlock Holmes,X360,2012
Seitokai no Ichizon: DS-suru Seitokai,DS,2010
Disney Infinity,PSV,2013
The Crew: Wild Run,XOne,2015
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016
Winter Blast: 9 Snow & Ice Games,Wii,2010
Coven and Labyrinth of Refrain,PSV,2016
Marvel Avengers: Battle for Earth,X360,2012
Natsuiro High School: Seishun Hakusho,PS3,2015
Uppers,PSV,2016
Lovely x Cation 1 & 2,PSV,2015
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015
Poyo Poyo Kansatsu Nikki,3DS,2012
7 Roses: A Darkness Rises,PC,2015
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016
Darksiders,PS3,2010
Miyako,PSP,2010
Motto NUGA-CEL!,PSP,2010
11eyes: CrossOver,PSP,2010
Gon: BakuBakuBakuBaku Adventure,3DS,2012
Earth Seeker,Wii,2011
The Crew: Wild Run,PC,2015
IGT Slots: Lucky Larry's Lobstermania,PC,2011
Atlantic Quest,PC,2011
Bakumatsu Rock: Ultra Soul,PSV,2014
Tantei Opera: Milky Holmes,PSP,2010
PopCap Hits!,X360,2011
Entaku no Seito: The Eternal Legend,PSP,2012
New Atelier Rorona: Hajimari no Monogatari,3DS,2015
Pillars of Eternity,PC,2014
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016
Germany's Next Topmodel 2011,Wii,2011
Heavy Fire: Afghanistan,PC,2011
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010
Starry ? Sky: After Summer,PSP,2013
Thomas & Friends: Hero of the Rails,Wii,2010
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010
Suzumiya Haruhi-Chan no Mahjong,PSP,2011
James Bond 007: Blood Stone,PC,2010
Koisuru Otome to Shugo no Tate Portable,PSP,2010
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010
Princess Frontier Portable,PSP,2011
Rock Blast,Wii,2010
Voodoo Chronicles: First Sign,PC,2011
Prince of Stride,PSV,2015
Ben 10 Omniverse 2,3DS,2013
Kimikare: New Semester,PSP,2012
Prototype: Biohazard Bundle,PS4,2016
Titanic Mystery,Wii,2010
Blood Bowl: Legendary Edition,PC,2010
Invizimals: The Lost Kingdom,PS3,2013
Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012
Revolution: 25th Anniversary Collection,PC,2016
Back to the Future: The Game,XOne,2015
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011
Wizardry Twin Pack,PS3,2011
Rabbids Invasion: The Interactive TV Show,PS4,2014
The Cube,Wii,2012
Bejeweled Blitz,PC,2010
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010
Mystery Tales 2: The Spirit Mask,DS,2011
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015
Taishou Moebius Line Vitable,PSV,2016
Robotics;Notes,PSV,2014
Machi-ing Maker 4,PS3,2011
This War of Mine,PS4,2016
Mechanic Master 2,DS,2010
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011
Abunai: Koi no Sousa Shitsu,PSV,2015
Monster High 13 Wishes,3DS,2013
Canada Hunt,Wii,2010
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010
Let's Dance with Mel B,X360,2011
Horrid Henry: Missions of Mischief,Wii,2010
Ultraman Star Chronicles,PSP,2013
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015
Ginga Tetsudou 999 DS,DS,2010
Koihime Enbu,PS4,2016
Suzunone Seven: Rebirth Knot,PS2,2010
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013
Vitamin X Evolution Plus,PSP,2010
Dynasty Warriors: Eiketsuden,PS4,2016
Wild West Shootout,Wii,2010
MuvLuv Double Pack,PSV,2016
Nano Diver,PSP,2011
Elkrone no Atelier: Dear for Otomate,PSP,2012
Painkiller: Hell & Damnation,X360,2013
Memories Off: Yubikiri no Kioku,X360,2010
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015
Cross + Channel,PSP,2010
Mark McMorris Infinite Air,PS4,2016
Shin Hayarigami 2,PSV,2016
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010
Root Infinity Rexx,PSV,2015
Dungeons - The Dark Lord,PC,2011
Memories Off: Yubikiri no Kikou,PSP,2011
L.G.S: Shinsetsu Houshinengi,PSP,2012
Divinity: Original Sin,PC,2014
Strike Witches: Shirogane no Tsubasa,X360,2010
Kaleidoeve,PSV,2015
Broken Sword 5: The Serpent's Curse,XOne,2015
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010
Moujuutsukai to Oujisama,PS2,2010
Rocksmith 2014 Edition Remastered,PS4,2016
Dunamis 15,X360,2011
Yoake Yori Ruriiro na Portable,PSP,2010
Storm Lover 2nd V,PSV,2016
Reine des Fleurs,PSV,2015
Turbo: Super Stunt Squad,PS3,2013
The Haunted: Hell's Reach,PC,2011
Disciples III: Renaissance,PC,2010
Rugby League Live 3,PS3,2015
Elven Legacy Collection,PC,2010
Custom Drive,PSP,2012
Dark Void,PC,2010
Winning Post 7 2013,PSV,2013
Psychedelica of the Black Butterfly,PSV,2015
Ore wa Shoujo Mangaka,PSP,2012
Emergency 2012,DS,2010
Puyo Puyo Tetris,WiiU,2014
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011
Collar x Malice,PSV,2016
Pirates PlundArrr,Wii,2010
Dream C Club: GoGo ,PS3,2014
Usavichi: Game no Jikan,DS,2011
Summer Challenge: Athletics Tournament,Wii,2011
Battle Spirits: Hero's Soul,PSP,2010
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010
Otona no Renai Shousetsu: Harlequin Selection,DS,2010
White Album 2: Shiawase no Mukougawa,PSV,2013
W.L.O. Sekai Renai Kikousen,X360,2010
New Interpretation Stranger of Sword City,PSV,2016
Kadenz fermata//Akkord:fortissimo,PSV,2014
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010
Dancing on Ice,DS,2010
Professional Farmer 2016,PS4,2015
Storm Lover 2nd,PSP,2013
Dragon's Dogma Online: Season 2,PS4,2016
Gaist Crusher God,3DS,2014
Arcana Famiglia 2,PSP,2013
Kiss Bell,PSV,2014
Shin Sangoku Musou Online: Souten Ranbu,PS3,2010
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010
PachiPara 3D,3DS,2011
I Doll U,PSV,2015
GTI Club: Supermini Festa!,Wii,2010
Paranormal Pursuit: The Gifted One,PC,2015
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010
The Sims 4: Luxury Party Stuff,PC,2015
Achtung Panzer: Kharkov 1943,PC,2010
Sora no Otoshimono Forte: Dreamy Season,DS,2011
Romance of the Three Kingdoms XII,WiiU,2012
Wand of Fortune R,PSV,2016
Rugby World Cup 2015,PSV,2015
Majesty 2 Collection,PC,2011
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016
Harukanaru Toki no Naka de 6,PSP,2015
Gummy Bears Magical Medallion,Wii,2011
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015
Berserk and the Band of the Hawk,PSV,2016
Brave: The Video Game,DS,2012
Adventure Time: The Secret of the Nameless ,3DS,2014
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010
Dead Rising 2,XOne,2016
Mark McMorris Infinite Air,XOne,2016
Sid Meier's Civilization Revolution 2+,PSV,2015
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010
Gaku ? Ou: The Royal Seven Stars,PSP,2012
Quantum Break,PC,2016
Storm Lover Kai!!,PSP,2012
Minna to Issho,PSV,2011
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016
Command & Conquer 4: Tiberian Twilight,PC,2010
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014
Tiger & Bunny: Hero's Day,PSP,2013
Turbo: Super Stunt Squad,Wii,2013
Turbo: Super Stunt Squad,3DS,2013
Accel World: Kasoku no Chouten,PS3,2013
Narcissus: Moshimo Ashita ga Runara,PSP,2010
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015
"Sharin no Kuni, Himawari no Shoujo",X360,2010
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010
I Love Horses: Rider's Paradise,Wii,2010
DuckTales: Remastered,PC,2013
Germany's Next Topmodel 2011,DS,2011
Dream C Club,PS3,2012
Assetto Corsa,XOne,2016
Meiji Toukyou Renka: Twilight Kiss,PSP,2015
Scared Rider Xechs,PS2,2010
4 Play Collection - Dark Mysteries,PC,2014
Vitamin X: Detective B6,PSP,2012
Misshitsu no Sacrifice,PSP,2010
King's Quest: The Complete Collection,PS4,2016
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010
DokuSui: DokiDoki Suikoden,PSP,2011
Contrast,PC,2013
Blazblue: Continuum Shift Extend,PSP,2012
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010
Secret Game Portable,PSP,2010
SpongeBob: HeroPants,PSV,2015
Period Cube: Torikago no Amadeus,PSV,2016
Nobunaga no Yabou Online: Houou no Shou,PS3,2012
Winter Sports 3: The Great Tournament,X360,2010
Valentino Rossi: The Game,PC,2016
Wand of Fortune Portable,PSP,2010
Sengoku,PC,2011
Republique,PS4,2016
Sousaku Alice to Oujisama!,3DS,2015
Brave: The Video Game,Wii,2012
NBA 2K17,PC,2016
Himawari: Pebble in the Sky Portable,PSP,2010
Rise of Flight: Iron Cross Edition,PC,2010
WRC 5: FIA World Rally Championship,XOne,2015
Shinobi Koutsutsu,PSP,2014
Super Stardust Ultra VR,PS4,2016
Total War Attila: Tyrants & Kings,PC,2016
Instant Brain,X360,2011
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011
Dead Rising,XOne,2016
Abunai: Koi no Sousa Shitsu,PSP,2012
MLB 15: The Show,PSV,2015
Azure Striker Gunvolt,3DS,2016
Penguins of Madagascar,Wii,2014
Magic Encyclopedia: Moonlight,DS,2010
Don Bradman Cricket 14,PS3,2014
Sangoku Koi Senki: Otome no Heihou!,PS2,2011
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015
Raven's Cry,PS4,2015
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010
Shitsuji ga Aruji o Erabu Toki,PSV,2016
War for the Overworld,PC,2015
Infinite Stratos 2: Love and Purge,PSV,2015
Honda ATV Fever,DS,2010
50 Classic Games,3DS,2012
Psycho-Pass,XOne,2014
Pro Angler Moves,PS3,2012
Sakura Sakura: Haru Urara,PSP,2010
Rocksmith 2014 Edition Remastered,XOne,2016
Uta no * Prince-Sama: Sweet Serenade,PSP,2011
Higurashi no Naku Koro ni Iki,PS3,2015
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013
Rewrite,PSV,2014
Darksiders: Warmastered Edition,XOne,2016
"Iza, Shutsujin! Koisen",PSP,2011
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010
Digger Simulator,PC,2011
Miyako: Awayuki no Utage,PSP,2012
The Technomancer,PC,2016
Marginal #4: Idol of Supernova,PSV,2014
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011
Kana: Imouto,PSP,2010
GoGo's Crazy Bones,DS,2012
Norn + Nonette: Last Era,PSV,2015
Games Around the World,DS,2010
Hitotsu Tobashi Renai V,PSV,2015
DoDonPachi Saidaioujou,X360,2013
Last Escort: Club Katze,PS2,2010
Fuuraiki 3,PSV,2015
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017
1/2 Summer +,PSP,2013
Tears to Tiara: Kakan no Daichi Portable,PSP,2010
Ninja Gaiden Sigma 2,PSV,2013
Big Hero 6: Battle in the Bay,3DS,2014
Madden NFL 13,PS3,2012
Umineko no Naku Koro ni Portable 1,PSP,2011
Geten no Hana: Yume Akari,PSP,2014
Fernbus Simulator,PC,2016
NHL 16,PS3,2015
Pet Shop Monogatari DS 2,DS,2010
Monkey Madness: Island Escape,DS,2010
Minna no Conveni,DS,2010
Accel World: Kasoku no Chouten,PSP,2013
Azure Striker Gunvolt: Striker Pack,3DS,2016
Entaku no Seito: Students of Round,X360,2011
Isshoni Gohan. Portable,PSP,2013
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010
Hanayamata: Yosakoi Live,PSV,2014
htoL#NiQ: The Firefly Diary,PSV,2014
Worms: WMD,XOne,2016
Ouka Sengoku Portable,PSP,2012
The Book of Unwritten Tales 2,WiiU,2016
Dark Parables: The Exiled Prince,PC,2011
Hyakka Yakou,PSV,2015
Doki-Doki Universe,PSV,2013
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016
Princess Arthur,PSP,2013
Sherlock Holmes: The Devil's Daughter,PC,2016
Sakura-Sou no Pet na Kanojo,PSP,2013
Satisfashion,Wii,2010
Adventure Time: The Secret of the Nameless ,X360,2014
Hakuoki: Reimeiroku DS,DS,2012
Turbo Trainz,Wii,2012
Ro-Kyu-Bu! Secret Photo Op,PSV,2014
Barbie and Her Sisters Puppy Rescue,WiiU,2015
Caladrius,X360,2013
Mystery Legends: Beauty and the Beast,PC,2012
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012
Monster High: New Ghoul in School,Wii,2015
Bakumatsu Rock,PSP,2014
Prototype: Biohazard Bundle,XOne,2016
Resistance Dual Pack,PS3,2011
BlazBlue: Calamity Trigger,PC,2010
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013
Agatha Christie's The ABC Murders,XOne,2016
Samurai Warriors: Sanada Maru,PSV,2016
MXGP 2,PC,2016
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010
Order Up!!,3DS,2011
Dance with Devils,PSV,2016
Battle Worlds: Kronos,PC,2016
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010
Seisou no Amazones,3DS,2013
Farming Simulator 15 Expansion Pack,PC,2015
Lumo,PSV,2016
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016
Strider (2014),PS3,2014
No Fate! Only the Power of Will,X360,2010
Captain Morgane and the Golden Turtle,Wii,2012
Crows: Burning Edge,PS4,2016
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015
Kurogane Kaikitan,PSV,2015
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010
Chaos;Head Noah,PSV,2014
Curse of the Amsterdam Diamond,DS,2012
Dokuro,PSV,2012
Starry ? Sky: After Autumn,PSP,2011
Dragon Quest X: All in One Package,WiiU,2015
Brothers Conflict: Precious Baby,PSV,2017
Durarara!! Relay,PSV,2015
Root Double: Before Crime After Days,X360,2012
ef - a fairy tale of the two.,PS2,2010
Sonic & All-Stars Racing Transformed,PC,2013
FairlyLife: MiracleDays,PSP,2010
Goat Simulator,XOne,2016
Death Connection Portable,PSP,2011
Chaos;Child,PS4,2015
Moe Moe 2-Ji Daisenryaku 2,PSP,2010
Tsuyo Kiss 3 Portable,PSP,2012
Dynasty Warriors: Eiketsuden,PSV,2016
Binary Star,PSV,2014
Legend of Kay Anniversary,WiiU,2015
Gakuen Hetalia,DS,2012
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015
Cities: Skylines Snowfall,PC,2016
R.B.I. Baseball 2016,PS4,2016
Kamigami no Asobi InFinite,PSV,2016
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011
Natsuzora no Monologue,PSP,2013
The Train Giant,PC,2012
Turbo: Super Stunt Squad,X360,2013
Ishin Renka: Ryouma Gaiden,PSP,2010
Act of Aggression,PC,2015
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013
Fallout Anthology,PC,2015
Fate/kaleid liner Prisma Illya,3DS,2014
Young Justice: Legacy,X360,2013
Arabians Lost: The Engagement on Desert,PSP,2012
TrackMania Turbo,PC,2016
Minds and Mystery: 5 Game Pack,PC,2014
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010
John Daly's ProStroke Golf,X360,2010
Chaos;Child,PS3,2015
Sakura-Sou no Pet na Kanojo,PSV,2013
Cartoon Network Battle Crashers,3DS,2016
Wand of Fortune: Mirai e no Prologue,PS2,2010
Super Dungeon Bros,PS4,2016
Ride,X360,2015
thinkSMART: Chess for Kids,DS,2011
Saint Seiya Omega: Ultimate Cosmo,PSP,2012
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014
Sherlock Holmes: The Devil's Daughter,PS4,2016
Root Letter,PS4,2016
River City Ransom SP,3DS,2016
Aladdin Magic Racer,Wii,2011
Shin Hayarigami 2,PS4,2016
Teenage Mutant Ninja Turtles (3DS),3DS,2013
Ride 2,XOne,2016
Ride 2,PC,2016
Art Academy: Home Studio,WiiU,2015
SoniPro,3DS,2014
Rugby World Cup 2015,PC,2015
Akatsuki no Goei Trinity,PSP,2012
Tropico 3: Gold Edition,PC,2010
Golden Time: Vivid Memories,PSV,2014
Dungeons 2,PS4,2016
Tenjin Ranman: Happy GO Lucky!!,PSP,2010
Carmageddon: Max Damage,PS4,2016
Getsuei Gakuen: kou,PSV,2013
Rugby League Live 3,XOne,2015
The Cages: Pro Style Batting Practice,Wii,2010
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016
Bullet Soul: Tama Tamashii,X360,2011
Heart no Kuni no Alice: Wonderful Twin World,PSP,2014
Assassin's Creed Chronicles,XOne,2016
MotoGP 14 ,PSV,2014
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014
Farming Simulator 2014,PSV,2014
"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016
Transformers: Prime,Wii,2012
Amnesia Later,PSV,2014
Outdoors Unleashed: Alaska 3D,3DS,2011
The Eye of Judgment: Legends,PSP,2010
Exstetra,3DS,2013
DoDonPachi Daifukkatsu: Black Label,X360,2011
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015
Ishin no Arashi: Shippuu Ryuumeden,DS,2010
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011
Muv-Luv Alternative,PS3,2012
Irotoridori no Sekai: World's End Re-Birth,PSV,2015
Taishou x Alice: All in One,PSV,2016
Transformers: Fall of Cybertron,PC,2012
Farming 2017 - The Simulation,PS4,2016
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012
Slotter Mania P: Tetsuya Shinjuku vs Ueno ,PSP,2010
Hitman (2016),XOne,2016
Winx Club: Saving Alfea ,3DS,2014
Rabbids Invasion: The Interactive TV Show,XOne,2014
Unending Bloody Call,PSP,2012
Saints Row: Gat out of Hell,XOne,2015
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011
Legends of Oz: Dorothy's Return,3DS,2014
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010
Satomi Hakkenden: Hachi Tamanoki,PSP,2014
Shinigami to Shoujo,PSP,2011
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015
Romeo Vs. Juliet,PSP,2013
Kiniro no Corda 3,3DS,2015
Bakumatsu Rock: Ultra Soul,PSP,2014
Dragon Ball Z for Kinect,X360,2012
Balloon Pop 2,3DS,2012
Codename: Panzers Complete Collection,PC,2016
Xblaze: Lost Memories,PSV,2015
DJ Max Technika Tune,PSV,2012
Norn + Nonette: Act Tune,PSV,2016
The Ultimate Battle of the Sexes,Wii,2010
Akatsuki no Goei Trinity,PS3,2012
Sébastien Loeb Rally Evo,XOne,2016
The Amazing Spider-Man 2 (2014),PC,2014
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011
Onigokko! Portable,PSP,2013
Tour de France 2014,PS3,2014
Rugby Challenge 3,XOne,2016
Eve: Burst Error R,PSV,2016
ZombiU,XOne,2016
Time Travelers,PSP,2012
